YEAR,LocationDesc,TopicDesc,MeasureDesc,Response,Sample_Size,Gender,Race,Age,Education
2017,Louisiana,Smokeless Tobacco Use (Adults),User Status,Current,2634,Female,All Races,All Ages,All Grades
2017,Louisiana,E-Cigarette Use (Adults),Frequency of Use,Every Day,162,Overall,All Races,All Ages,All Grades
2017,Louisiana,Cigarette Use (Adults),Smoking Frequency,Every Day,479,Female,All Races,All Ages,All Grades
2017,Louisiana,E-Cigarette Use (Adults),User Status,Current,2598,Female,All Races,All Ages,All Grades
2017,Louisiana,Cigarette Use (Adults),Smoking Status,Current,1897,Male,All Races,All Ages,All Grades
2017,Louisiana,Cigarette Use (Adults),Smoking Frequency,Every Day,425,Male,All Races,All Ages,All Grades
2017,Louisiana,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,207,Male,All Races,All Ages,All Grades
2017,Louisiana,E-Cigarette Use (Adults),Frequency of Use,Some Days,162,Overall,All Races,All Ages,All Grades
2017,Louisiana,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,207,Male,All Races,All Ages,All Grades
2017,Louisiana,Smokeless Tobacco Use (Adults),User Status,Current,1899,Male,All Races,All Ages,All Grades
2017,Louisiana,Cigarette Use (Adults),Smoking Frequency,Some Days,425,Male,All Races,All Ages,All Grades
2017,Louisiana,E-Cigarette Use (Adults),User Status,Current,4488,Overall,All Races,All Ages,All Grades
2017,Louisiana,E-Cigarette Use (Adults),Frequency of Use,Every Day,87,Male,All Races,All Ages,All Grades
2017,Louisiana,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,244,Overall,All Races,All Ages,All Grades
2017,Louisiana,Smokeless Tobacco Use (Adults),User Status,Current,4535,Overall,All Races,All Ages,All Grades
2017,Louisiana,E-Cigarette Use (Adults),User Status,Current,1888,Male,All Races,All Ages,All Grades
2017,Louisiana,Cigarette Use (Adults),Smoking Status,Current,4534,Overall,All Races,All Ages,All Grades
2017,Louisiana,Cigarette Use (Adults),Smoking Status,Current,2635,Female,All Races,All Ages,All Grades
2017,Louisiana,Cigarette Use (Adults),Smoking Frequency,Some Days,904,Overall,All Races,All Ages,All Grades
2017,Louisiana,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,,Female,All Races,All Ages,All Grades
2017,Louisiana,E-Cigarette Use (Adults),Frequency of Use,Some Days,75,Female,All Races,All Ages,All Grades
2017,Maine,Cigarette Use (Adults),Smoking Frequency,Some Days,1351,Overall,All Races,All Ages,All Grades
2017,Maine,E-Cigarette Use (Adults),Frequency of Use,Some Days,121,Female,All Races,All Ages,All Grades
2017,Maine,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,,Female,All Races,All Ages,All Grades
2017,Maine,E-Cigarette Use (Adults),User Status,Current,5309,Female,All Races,All Ages,All Grades
2017,Maine,E-Cigarette Use (Adults),User Status,Current,3977,Male,All Races,All Ages,All Grades
2017,Maine,E-Cigarette Use (Adults),Frequency of Use,Every Day,119,Male,All Races,All Ages,All Grades
2017,Maine,Cigarette Use (Adults),Smoking Frequency,Every Day,683,Female,All Races,All Ages,All Grades
2017,Maine,Smokeless Tobacco Use (Adults),User Status,Current,5308,Female,All Races,All Ages,All Grades
2017,Maine,Smokeless Tobacco Use (Adults),User Status,Current,9284,Overall,All Races,All Ages,All Grades
2017,Maine,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,191,Overall,All Races,All Ages,All Grades
2017,Maine,Cigarette Use (Adults),Smoking Frequency,Every Day,1351,Overall,All Races,All Ages,All Grades
2017,Maine,Smokeless Tobacco Use (Adults),User Status,Current,3975,Male,All Races,All Ages,All Grades
2017,Maine,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,Female,All Races,All Ages,All Grades
2017,Maine,Cigarette Use (Adults),Smoking Status,Current,3989,Male,All Races,All Ages,All Grades
2017,Maine,Cigarette Use (Adults),Smoking Frequency,Every Day,668,Male,All Races,All Ages,All Grades
2017,Maine,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,167,Male,All Races,All Ages,All Grades
2017,Maine,Cigarette Use (Adults),Smoking Status,Current,9326,Overall,All Races,All Ages,All Grades
2017,Maine,E-Cigarette Use (Adults),Frequency of Use,Some Days,240,Overall,All Races,All Ages,All Grades
2017,Maine,E-Cigarette Use (Adults),Frequency of Use,Every Day,121,Female,All Races,All Ages,All Grades
2017,Maine,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,191,Overall,All Races,All Ages,All Grades
2017,Maine,Cigarette Use (Adults),Smoking Frequency,Some Days,668,Male,All Races,All Ages,All Grades
2017,Maine,E-Cigarette Use (Adults),User Status,Current,9287,Overall,All Races,All Ages,All Grades
2017,Maine,E-Cigarette Use (Adults),Frequency of Use,Some Days,119,Male,All Races,All Ages,All Grades
2017,Maine,E-Cigarette Use (Adults),Frequency of Use,Every Day,240,Overall,All Races,All Ages,All Grades
2017,Maine,Cigarette Use (Adults),Smoking Status,Current,5336,Female,All Races,All Ages,All Grades
2017,Maine,Cigarette Use (Adults),Smoking Frequency,Some Days,683,Female,All Races,All Ages,All Grades
2017,Maine,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,167,Male,All Races,All Ages,All Grades
2017,Maryland,Cigarette Use (Adults),Smoking Frequency,Some Days,1513,Overall,All Races,All Ages,All Grades
2017,Maryland,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,136,Male,All Races,All Ages,All Grades
2017,Maryland,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,Female,All Races,All Ages,All Grades
2017,Maryland,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,136,Male,All Races,All Ages,All Grades
2017,Maryland,E-Cigarette Use (Adults),Frequency of Use,Some Days,275,Overall,All Races,All Ages,All Grades
2017,Maryland,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,154,Overall,All Races,All Ages,All Grades
2017,Maryland,E-Cigarette Use (Adults),User Status,Current,12744,Overall,All Races,All Ages,All Grades
2017,Maryland,E-Cigarette Use (Adults),Frequency of Use,Every Day,136,Female,All Races,All Ages,All Grades
2017,Maryland,Smokeless Tobacco Use (Adults),User Status,Current,13029,Overall,All Races,All Ages,All Grades
2017,Maryland,Cigarette Use (Adults),Smoking Frequency,Some Days,850,Female,All Races,All Ages,All Grades
2017,Maryland,Cigarette Use (Adults),Smoking Frequency,Every Day,1513,Overall,All Races,All Ages,All Grades
2017,Maryland,Smokeless Tobacco Use (Adults),User Status,Current,7695,Female,All Races,All Ages,All Grades
2017,Maryland,E-Cigarette Use (Adults),Frequency of Use,Some Days,136,Female,All Races,All Ages,All Grades
2017,Maryland,E-Cigarette Use (Adults),User Status,Current,7509,Female,All Races,All Ages,All Grades
2017,Maryland,E-Cigarette Use (Adults),Frequency of Use,Every Day,139,Male,All Races,All Ages,All Grades
2017,Maryland,Cigarette Use (Adults),Smoking Status,Current,12944,Overall,All Races,All Ages,All Grades
2017,Maryland,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,,Female,All Races,All Ages,All Grades
2017,Maryland,E-Cigarette Use (Adults),User Status,Current,5219,Male,All Races,All Ages,All Grades
2017,Maryland,Cigarette Use (Adults),Smoking Frequency,Some Days,663,Male,All Races,All Ages,All Grades
2017,Maryland,Cigarette Use (Adults),Smoking Status,Current,5287,Male,All Races,All Ages,All Grades
2017,Maryland,Cigarette Use (Adults),Smoking Frequency,Every Day,850,Female,All Races,All Ages,All Grades
2017,Maryland,Smokeless Tobacco Use (Adults),User Status,Current,5317,Male,All Races,All Ages,All Grades
2017,Maryland,Cigarette Use (Adults),Smoking Status,Current,7642,Female,All Races,All Ages,All Grades
2017,Maryland,Cigarette Use (Adults),Smoking Frequency,Every Day,663,Male,All Races,All Ages,All Grades
2017,Maryland,E-Cigarette Use (Adults),Frequency of Use,Every Day,275,Overall,All Races,All Ages,All Grades
2017,Maryland,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,154,Overall,All Races,All Ages,All Grades
2017,Maryland,E-Cigarette Use (Adults),Frequency of Use,Some Days,139,Male,All Races,All Ages,All Grades
2017,Massachusetts,Smokeless Tobacco Use (Adults),User Status,Current,2998,Male,All Races,All Ages,All Grades
2017,Massachusetts,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,79,Male,All Races,All Ages,All Grades
2017,Massachusetts,E-Cigarette Use (Adults),User Status,Current,2984,Male,All Races,All Ages,All Grades
2017,Massachusetts,E-Cigarette Use (Adults),User Status,Current,6649,Overall,All Races,All Ages,All Grades
2017,Massachusetts,E-Cigarette Use (Adults),Frequency of Use,Every Day,98,Male,All Races,All Ages,All Grades
2017,Massachusetts,Cigarette Use (Adults),Smoking Frequency,Some Days,765,Overall,All Races,All Ages,All Grades
2017,Massachusetts,E-Cigarette Use (Adults),Frequency of Use,Every Day,67,Female,All Races,All Ages,All Grades
2017,Massachusetts,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,Female,All Races,All Ages,All Grades
2017,Massachusetts,Smokeless Tobacco Use (Adults),User Status,Current,3699,Female,All Races,All Ages,All Grades
2017,Massachusetts,E-Cigarette Use (Adults),Frequency of Use,Some Days,67,Female,All Races,All Ages,All Grades
2017,Massachusetts,E-Cigarette Use (Adults),Frequency of Use,Some Days,165,Overall,All Races,All Ages,All Grades
2017,Massachusetts,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,100,Overall,All Races,All Ages,All Grades
2017,Massachusetts,Cigarette Use (Adults),Smoking Frequency,Some Days,388,Female,All Races,All Ages,All Grades
2017,Massachusetts,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,100,Overall,All Races,All Ages,All Grades
2017,Massachusetts,Cigarette Use (Adults),Smoking Frequency,Every Day,377,Male,All Races,All Ages,All Grades
2017,Massachusetts,E-Cigarette Use (Adults),Frequency of Use,Some Days,98,Male,All Races,All Ages,All Grades
2017,Massachusetts,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,79,Male,All Races,All Ages,All Grades
2017,Massachusetts,E-Cigarette Use (Adults),Frequency of Use,Every Day,165,Overall,All Races,All Ages,All Grades
2017,Massachusetts,E-Cigarette Use (Adults),User Status,Current,3658,Female,All Races,All Ages,All Grades
2017,Massachusetts,Cigarette Use (Adults),Smoking Status,Current,2987,Male,All Races,All Ages,All Grades
2017,Massachusetts,Cigarette Use (Adults),Smoking Frequency,Every Day,765,Overall,All Races,All Ages,All Grades
2017,Massachusetts,Cigarette Use (Adults),Smoking Status,Current,3674,Female,All Races,All Ages,All Grades
2017,Massachusetts,Cigarette Use (Adults),Smoking Frequency,Some Days,377,Male,All Races,All Ages,All Grades
2017,Massachusetts,Cigarette Use (Adults),Smoking Status,Current,6668,Overall,All Races,All Ages,All Grades
2017,Massachusetts,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,,Female,All Races,All Ages,All Grades
2017,Massachusetts,Smokeless Tobacco Use (Adults),User Status,Current,6703,Overall,All Races,All Ages,All Grades
2017,Massachusetts,Cigarette Use (Adults),Smoking Frequency,Every Day,388,Female,All Races,All Ages,All Grades
2017,Michigan,Cigarette Use (Adults),Smoking Status,Current,10500,Overall,All Races,All Ages,All Grades
2017,Michigan,Smokeless Tobacco Use (Adults),User Status,Current,10543,Overall,All Races,All Ages,All Grades
2017,Michigan,E-Cigarette Use (Adults),Frequency of Use,Some Days,172,Female,All Races,All Ages,All Grades
2017,Michigan,Smokeless Tobacco Use (Adults),User Status,Current,4674,Male,All Races,All Ages,All Grades
2017,Michigan,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,,Female,All Races,All Ages,All Grades
2017,Michigan,Cigarette Use (Adults),Smoking Frequency,Some Days,1652,Overall,All Races,All Ages,All Grades
2017,Michigan,Cigarette Use (Adults),Smoking Frequency,Some Days,838,Female,All Races,All Ages,All Grades
2017,Michigan,Cigarette Use (Adults),Smoking Frequency,Every Day,838,Female,All Races,All Ages,All Grades
2017,Michigan,Cigarette Use (Adults),Smoking Frequency,Every Day,814,Male,All Races,All Ages,All Grades
2017,Michigan,Cigarette Use (Adults),Smoking Frequency,Some Days,814,Male,All Races,All Ages,All Grades
2017,Michigan,Smokeless Tobacco Use (Adults),User Status,Current,5869,Female,All Races,All Ages,All Grades
2017,Michigan,E-Cigarette Use (Adults),Frequency of Use,Every Day,200,Male,All Races,All Ages,All Grades
2017,Michigan,E-Cigarette Use (Adults),Frequency of Use,Some Days,372,Overall,All Races,All Ages,All Grades
2017,Michigan,Cigarette Use (Adults),Smoking Frequency,Every Day,1652,Overall,All Races,All Ages,All Grades
2017,Michigan,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,247,Male,All Races,All Ages,All Grades
2017,Michigan,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,247,Male,All Races,All Ages,All Grades
2017,Michigan,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,289,Overall,All Races,All Ages,All Grades
2017,Michigan,E-Cigarette Use (Adults),Frequency of Use,Every Day,172,Female,All Races,All Ages,All Grades
2017,Michigan,E-Cigarette Use (Adults),User Status,Current,5851,Female,All Races,All Ages,All Grades
2017,Michigan,E-Cigarette Use (Adults),Frequency of Use,Some Days,200,Male,All Races,All Ages,All Grades
2017,Michigan,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,Female,All Races,All Ages,All Grades
2017,Michigan,E-Cigarette Use (Adults),Frequency of Use,Every Day,372,Overall,All Races,All Ages,All Grades
2017,Michigan,Cigarette Use (Adults),Smoking Status,Current,4650,Male,All Races,All Ages,All Grades
2017,Michigan,E-Cigarette Use (Adults),User Status,Current,4664,Male,All Races,All Ages,All Grades
2017,Michigan,E-Cigarette Use (Adults),User Status,Current,10515,Overall,All Races,All Ages,All Grades
2017,Michigan,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,289,Overall,All Races,All Ages,All Grades
2017,Michigan,Cigarette Use (Adults),Smoking Status,Current,5850,Female,All Races,All Ages,All Grades
2017,Minnesota,E-Cigarette Use (Adults),User Status,Current,16444,Overall,All Races,All Ages,All Grades
2017,Minnesota,E-Cigarette Use (Adults),Frequency of Use,Some Days,286,Male,All Races,All Ages,All Grades
2017,Minnesota,Cigarette Use (Adults),Smoking Frequency,Every Day,1188,Male,All Races,All Ages,All Grades
2017,Minnesota,E-Cigarette Use (Adults),Frequency of Use,Some Days,188,Female,All Races,All Ages,All Grades
2017,Minnesota,Smokeless Tobacco Use (Adults),User Status,Current,7839,Male,All Races,All Ages,All Grades
2017,Minnesota,Cigarette Use (Adults),Smoking Status,Current,16427,Overall,All Races,All Ages,All Grades
2017,Minnesota,Cigarette Use (Adults),Smoking Status,Current,8628,Female,All Races,All Ages,All Grades
2017,Minnesota,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,573,Male,All Races,All Ages,All Grades
2017,Minnesota,Cigarette Use (Adults),Smoking Frequency,Some Days,1032,Female,All Races,All Ages,All Grades
2017,Minnesota,E-Cigarette Use (Adults),Frequency of Use,Some Days,474,Overall,All Races,All Ages,All Grades
2017,Minnesota,Smokeless Tobacco Use (Adults),User Status,Current,8681,Female,All Races,All Ages,All Grades
2017,Minnesota,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,112,Female,All Races,All Ages,All Grades
2017,Minnesota,E-Cigarette Use (Adults),User Status,Current,7801,Male,All Races,All Ages,All Grades
2017,Minnesota,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,573,Male,All Races,All Ages,All Grades
2017,Minnesota,E-Cigarette Use (Adults),User Status,Current,8643,Female,All Races,All Ages,All Grades
2017,Minnesota,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,685,Overall,All Races,All Ages,All Grades
2017,Minnesota,Cigarette Use (Adults),Smoking Frequency,Some Days,1188,Male,All Races,All Ages,All Grades
2017,Minnesota,Cigarette Use (Adults),Smoking Frequency,Some Days,2220,Overall,All Races,All Ages,All Grades
2017,Minnesota,E-Cigarette Use (Adults),Frequency of Use,Every Day,188,Female,All Races,All Ages,All Grades
2017,Minnesota,Smokeless Tobacco Use (Adults),User Status,Current,16520,Overall,All Races,All Ages,All Grades
2017,Minnesota,Cigarette Use (Adults),Smoking Status,Current,7799,Male,All Races,All Ages,All Grades
2017,Minnesota,E-Cigarette Use (Adults),Frequency of Use,Every Day,474,Overall,All Races,All Ages,All Grades
2017,Minnesota,E-Cigarette Use (Adults),Frequency of Use,Every Day,286,Male,All Races,All Ages,All Grades
2017,Minnesota,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,112,Female,All Races,All Ages,All Grades
2017,Minnesota,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,685,Overall,All Races,All Ages,All Grades
2017,Minnesota,Cigarette Use (Adults),Smoking Frequency,Every Day,1032,Female,All Races,All Ages,All Grades
2017,Minnesota,Cigarette Use (Adults),Smoking Frequency,Every Day,2220,Overall,All Races,All Ages,All Grades
2017,Mississippi,Cigarette Use (Adults),Smoking Frequency,Some Days,834,Overall,All Races,All Ages,All Grades
2017,Mississippi,E-Cigarette Use (Adults),Frequency of Use,Every Day,149,Overall,All Races,All Ages,All Grades
2017,Mississippi,Cigarette Use (Adults),Smoking Frequency,Every Day,834,Overall,All Races,All Ages,All Grades
2017,Mississippi,E-Cigarette Use (Adults),Frequency of Use,Some Days,73,Male,All Races,All Ages,All Grades
2017,Mississippi,Cigarette Use (Adults),Smoking Status,Current,1920,Male,All Races,All Ages,All Grades
2017,Mississippi,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,230,Male,All Races,All Ages,All Grades
2017,Mississippi,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,72,Female,All Races,All Ages,All Grades
2017,Mississippi,Cigarette Use (Adults),Smoking Frequency,Every Day,479,Female,All Races,All Ages,All Grades
2017,Mississippi,Smokeless Tobacco Use (Adults),User Status,Current,2874,Female,All Races,All Ages,All Grades
2017,Mississippi,E-Cigarette Use (Adults),Frequency of Use,Every Day,73,Male,All Races,All Ages,All Grades
2017,Mississippi,E-Cigarette Use (Adults),Frequency of Use,Some Days,149,Overall,All Races,All Ages,All Grades
2017,Mississippi,E-Cigarette Use (Adults),Frequency of Use,Every Day,76,Female,All Races,All Ages,All Grades
2017,Mississippi,Cigarette Use (Adults),Smoking Frequency,Some Days,479,Female,All Races,All Ages,All Grades
2017,Mississippi,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,230,Male,All Races,All Ages,All Grades
2017,Mississippi,E-Cigarette Use (Adults),User Status,Current,2871,Female,All Races,All Ages,All Grades
2017,Mississippi,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,72,Female,All Races,All Ages,All Grades
2017,Mississippi,Cigarette Use (Adults),Smoking Status,Current,4818,Overall,All Races,All Ages,All Grades
2017,Mississippi,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,302,Overall,All Races,All Ages,All Grades
2017,Mississippi,Cigarette Use (Adults),Smoking Status,Current,2896,Female,All Races,All Ages,All Grades
2017,Mississippi,Cigarette Use (Adults),Smoking Frequency,Every Day,355,Male,All Races,All Ages,All Grades
2017,Mississippi,Cigarette Use (Adults),Smoking Frequency,Some Days,355,Male,All Races,All Ages,All Grades
2017,Mississippi,E-Cigarette Use (Adults),User Status,Current,4779,Overall,All Races,All Ages,All Grades
2017,Mississippi,Smokeless Tobacco Use (Adults),User Status,Current,1913,Male,All Races,All Ages,All Grades
2017,Mississippi,E-Cigarette Use (Adults),Frequency of Use,Some Days,76,Female,All Races,All Ages,All Grades
2017,Mississippi,Smokeless Tobacco Use (Adults),User Status,Current,4789,Overall,All Races,All Ages,All Grades
2017,Mississippi,E-Cigarette Use (Adults),User Status,Current,1906,Male,All Races,All Ages,All Grades
2017,Mississippi,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,302,Overall,All Races,All Ages,All Grades
2017,Missouri,E-Cigarette Use (Adults),Frequency of Use,Some Days,262,Overall,All Races,All Ages,All Grades
2017,Missouri,E-Cigarette Use (Adults),Frequency of Use,Every Day,141,Female,All Races,All Ages,All Grades
2017,Missouri,Cigarette Use (Adults),Smoking Frequency,Some Days,1311,Overall,All Races,All Ages,All Grades
2017,Missouri,E-Cigarette Use (Adults),Frequency of Use,Some Days,141,Female,All Races,All Ages,All Grades
2017,Missouri,Cigarette Use (Adults),Smoking Status,Current,4237,Female,All Races,All Ages,All Grades
2017,Missouri,Cigarette Use (Adults),Smoking Frequency,Every Day,1311,Overall,All Races,All Ages,All Grades
2017,Missouri,Cigarette Use (Adults),Smoking Status,Current,3137,Male,All Races,All Ages,All Grades
2017,Missouri,Cigarette Use (Adults),Smoking Frequency,Some Days,616,Male,All Races,All Ages,All Grades
2017,Missouri,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,,Female,All Races,All Ages,All Grades
2017,Missouri,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,Female,All Races,All Ages,All Grades
2017,Missouri,Cigarette Use (Adults),Smoking Status,Current,7376,Overall,All Races,All Ages,All Grades
2017,Missouri,Cigarette Use (Adults),Smoking Frequency,Every Day,616,Male,All Races,All Ages,All Grades
2017,Missouri,Smokeless Tobacco Use (Adults),User Status,Current,4255,Female,All Races,All Ages,All Grades
2017,Missouri,Smokeless Tobacco Use (Adults),User Status,Current,7415,Overall,All Races,All Ages,All Grades
2017,Missouri,E-Cigarette Use (Adults),User Status,Current,3138,Male,All Races,All Ages,All Grades
2017,Missouri,E-Cigarette Use (Adults),Frequency of Use,Every Day,262,Overall,All Races,All Ages,All Grades
2017,Missouri,E-Cigarette Use (Adults),Frequency of Use,Every Day,121,Male,All Races,All Ages,All Grades
2017,Missouri,E-Cigarette Use (Adults),User Status,Current,4233,Female,All Races,All Ages,All Grades
2017,Missouri,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,339,Overall,All Races,All Ages,All Grades
2017,Missouri,Cigarette Use (Adults),Smoking Frequency,Every Day,695,Female,All Races,All Ages,All Grades
2017,Missouri,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,292,Male,All Races,All Ages,All Grades
2017,Missouri,E-Cigarette Use (Adults),User Status,Current,7373,Overall,All Races,All Ages,All Grades
2017,Missouri,Cigarette Use (Adults),Smoking Frequency,Some Days,695,Female,All Races,All Ages,All Grades
2017,Missouri,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,292,Male,All Races,All Ages,All Grades
2017,Missouri,E-Cigarette Use (Adults),Frequency of Use,Some Days,121,Male,All Races,All Ages,All Grades
2017,Missouri,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,339,Overall,All Races,All Ages,All Grades
2017,Missouri,Smokeless Tobacco Use (Adults),User Status,Current,3158,Male,All Races,All Ages,All Grades
2017,Montana,Cigarette Use (Adults),Smoking Frequency,Some Days,439,Male,All Races,All Ages,All Grades
2017,Montana,Cigarette Use (Adults),Smoking Frequency,Every Day,439,Male,All Races,All Ages,All Grades
2017,Montana,E-Cigarette Use (Adults),User Status,Current,3113,Female,All Races,All Ages,All Grades
2017,Montana,Cigarette Use (Adults),Smoking Frequency,Every Day,952,Overall,All Races,All Ages,All Grades
2017,Montana,Cigarette Use (Adults),Smoking Frequency,Every Day,513,Female,All Races,All Ages,All Grades
2017,Montana,Cigarette Use (Adults),Smoking Status,Current,5786,Overall,All Races,All Ages,All Grades
2017,Montana,E-Cigarette Use (Adults),Frequency of Use,Every Day,147,Overall,All Races,All Ages,All Grades
2017,Montana,Smokeless Tobacco Use (Adults),User Status,Current,2677,Male,All Races,All Ages,All Grades
2017,Montana,E-Cigarette Use (Adults),User Status,Current,5784,Overall,All Races,All Ages,All Grades
2017,Montana,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,403,Overall,All Races,All Ages,All Grades
2017,Montana,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,362,Male,All Races,All Ages,All Grades
2017,Montana,Smokeless Tobacco Use (Adults),User Status,Current,5808,Overall,All Races,All Ages,All Grades
2017,Montana,Cigarette Use (Adults),Smoking Status,Current,3113,Female,All Races,All Ages,All Grades
2017,Montana,E-Cigarette Use (Adults),Frequency of Use,Some Days,79,Male,All Races,All Ages,All Grades
2017,Montana,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,403,Overall,All Races,All Ages,All Grades
2017,Montana,Cigarette Use (Adults),Smoking Status,Current,2669,Male,All Races,All Ages,All Grades
2017,Montana,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,,Female,All Races,All Ages,All Grades
2017,Montana,E-Cigarette Use (Adults),Frequency of Use,Some Days,68,Female,All Races,All Ages,All Grades
2017,Montana,Cigarette Use (Adults),Smoking Frequency,Some Days,513,Female,All Races,All Ages,All Grades
2017,Montana,E-Cigarette Use (Adults),Frequency of Use,Some Days,147,Overall,All Races,All Ages,All Grades
2017,Montana,Smokeless Tobacco Use (Adults),User Status,Current,3127,Female,All Races,All Ages,All Grades
2017,Montana,E-Cigarette Use (Adults),Frequency of Use,Every Day,79,Male,All Races,All Ages,All Grades
2017,Montana,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,,Female,All Races,All Ages,All Grades
2017,Montana,Cigarette Use (Adults),Smoking Frequency,Some Days,952,Overall,All Races,All Ages,All Grades
2017,Montana,E-Cigarette Use (Adults),Frequency of Use,Every Day,68,Female,All Races,All Ages,All Grades
2017,Montana,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,362,Male,All Races,All Ages,All Grades
2017,Montana,E-Cigarette Use (Adults),User Status,Current,2667,Male,All Races,All Ages,All Grades
2017,National Median (States and DC),E-Cigarette Use (Adults),User Status,Current,,Overall,All Races,All Ages,All Grades
2017,National Median (States and DC),Cigarette Use (Adults),Smoking Status,Current,,Overall,All Races,All Ages,All Grades
2017,National Median (States and DC),Smokeless Tobacco Use (Adults),User Status,Current,,Overall,All Races,All Ages,All Grades
2017,Nebraska,Smokeless Tobacco Use (Adults),User Status,Current,6740,Male,All Races,All Ages,All Grades
2017,Nebraska,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,829,Overall,All Races,All Ages,All Grades
2017,Nebraska,Cigarette Use (Adults),Smoking Frequency,Some Days,2056,Overall,All Races,All Ages,All Grades
2017,Nebraska,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,756,Male,All Races,All Ages,All Grades
2017,Nebraska,Cigarette Use (Adults),Smoking Status,Current,14849,Overall,All Races,All Ages,All Grades
2017,Nebraska,Cigarette Use (Adults),Smoking Status,Current,8114,Female,All Races,All Ages,All Grades
2017,Nebraska,E-Cigarette Use (Adults),Frequency of Use,Every Day,184,Female,All Races,All Ages,All Grades
2017,Nebraska,E-Cigarette Use (Adults),User Status,Current,14763,Overall,All Races,All Ages,All Grades
2017,Nebraska,Cigarette Use (Adults),Smoking Status,Current,6729,Male,All Races,All Ages,All Grades
2017,Nebraska,E-Cigarette Use (Adults),Frequency of Use,Every Day,376,Overall,All Races,All Ages,All Grades
2017,Nebraska,Cigarette Use (Adults),Smoking Frequency,Every Day,981,Male,All Races,All Ages,All Grades
2017,Nebraska,E-Cigarette Use (Adults),User Status,Current,6690,Male,All Races,All Ages,All Grades
2017,Nebraska,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,73,Female,All Races,All Ages,All Grades
2017,Nebraska,Cigarette Use (Adults),Smoking Frequency,Every Day,2056,Overall,All Races,All Ages,All Grades
2017,Nebraska,E-Cigarette Use (Adults),User Status,Current,8067,Female,All Races,All Ages,All Grades
2017,Nebraska,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,829,Overall,All Races,All Ages,All Grades
2017,Nebraska,Cigarette Use (Adults),Smoking Frequency,Some Days,1075,Female,All Races,All Ages,All Grades
2017,Nebraska,E-Cigarette Use (Adults),Frequency of Use,Some Days,376,Overall,All Races,All Ages,All Grades
